lon,lat,centroids_dense,district,township,neighborhood,building,streetNumber,date
121.72749148571428,31.236771257142856,35,浦东新区,合庆镇,[],[],庆荣路,2022-04-15
121.46264078980892,31.202574515923565,157,徐汇区,斜土路街道,[],[],肇嘉浜路,2022-04-15
121.31332384210526,31.056374263157895,19,松江区,新桥镇,[],[],新镇街,2022-04-15
121.51843551162791,31.272144895348838,86,杨浦区,江浦路街道,[],[],江浦路,2022-04-15
121.30417557142857,31.460987071428573,14,嘉定区,华亭镇,[],[],安新路,2022-04-15
121.8072962,30.9062059,10,浦东新区,泥城镇,[],[],青鸟路,2022-04-15
121.3256022826087,31.263460456521738,46,嘉定区,江桥镇,[],[],曹安公路,2022-04-15
121.61940315789474,31.134143631578947,19,浦东新区,康桥镇,[],[],秀沿路,2022-04-15
121.40396711764706,31.10172344117647,34,闵行区,莘庄镇,蚂蚁工房,[],畹町路,2022-04-15
121.35515914285715,30.82902357142857,7,金山区,漕泾镇,[],[],亭卫公路,2022-04-15
121.53202932098766,31.321631074074073,81,杨浦区,殷行街道,[],[],中原路,2022-04-15
121.13211723529412,31.153385235294117,17,青浦区,夏阳街道,[],[],公园东路,2022-04-15
121.44453434042553,31.34700291489362,47,宝山区,杨行镇,[],[],爱辉路,2022-04-15
121.54360170666666,31.16328544,75,浦东新区,北蔡镇,[],[],下南路,2022-04-15
121.59525197647059,31.262061129411766,85,浦东新区,浦兴路街道,清水苑(台儿庄路),金桥湾农产品市场经营管理有限公司,长岛路,2022-04-15
121.75107257142857,31.053626047619048,42,浦东新区,惠南镇,[],[],拱极路,2022-04-15
121.34124236363637,31.14487415151515,33,闵行区,七宝镇,[],[],中春路,2022-04-15
121.69295982758621,31.190751229885056,87,浦东新区,川沙新镇,[],[],进贤路,2022-04-15
121.49233924896265,31.220827734439833,241,黄浦区,老西门街道,士林华苑(华兴里东北),[],望云路,2022-04-15
121.65306678125,31.26481921875,32,浦东新区,曹路镇,[],[],金海路,2022-04-15
121.46144803846154,31.042517653846154,26,闵行区,吴泾镇,[],[],永德路,2022-04-15
121.1949511875,31.338050125,16,嘉定区,安亭镇,[],[],嘉安公路,2022-04-15
121.4840789025974,31.20620335064935,153,黄浦区,五里桥街道,制造局路370弄小区,[],制造局路,2022-04-15
121.37024535294118,31.26122725490196,51,普陀区,桃浦镇,阳光威尼斯(AB区),[],靖边路,2022-04-15
121.589895,31.034317176470587,17,浦东新区,航头镇,[],[],行政路,2022-04-15
121.24037316666667,31.093096666666668,18,松江区,洞泾镇,[],[],塘浚路,2022-04-15
121.113471,30.90833,4,金山区,枫泾镇,[],[],[],2022-04-15
121.5098401547619,31.133669964285716,84,浦东新区,三林镇,[],[],永泰路,2022-04-15
121.59829552380953,31.086480666666667,42,浦东新区,航头镇,[],[],瑞和路,2022-04-15
121.2258175,31.791826,2,崇明区,新海镇,[],[],[],2022-04-15
121.43885012727273,31.131322381818183,55,徐汇区,长桥街道,长桥八村,长桥八村19号,龙临路,2022-04-15
121.24518596,31.178682,25,青浦区,徐泾镇,[],[],徐乐路,2022-04-15
121.91830285714286,30.913375714285714,7,浦东新区,南汇新城镇,[],[],夏栎路,2022-04-15
121.20228306666667,31.018719933333333,15,松江区,永丰街道,[],[],仓汇路,2022-04-15
121.22964603846154,31.38506230769231,26,嘉定区,菊园新区,[],[],盘安路,2022-04-15
121.50504101010101,31.303774303030302,99,杨浦区,五角场街道,中心东二村,[],国定路,2022-04-15
121.58000809375,31.27628859375,64,浦东新区,沪东新村街道,朱家门小区,[],五莲路,2022-04-15
121.63063254166667,31.1879924375,48,浦东新区,张江镇,[],[],张江路,2022-04-15
121.42606779069767,31.304099790697673,43,宝山区,大场镇,[],上海海博广得利汽车销售有限公司,场中路,2022-04-15
121.62472772413793,31.306454103448274,29,浦东新区,高东镇,[],[],德堡路,2022-04-15
121.2894445,30.7421477,10,金山区,金山卫镇,[],[],新卫公路,2022-04-15
121.42224326086956,31.411962304347828,23,宝山区,月浦镇,[],[],蕰川公路,2022-04-15
121.41875753333333,31.174675466666667,45,徐汇区,田林街道,[],[],宜山路,2022-04-15
121.52312180373832,31.22407578504673,107,浦东新区,潍坊新村街道,潍坊六、七村,[],潍坊路,2022-04-15
121.44071542857142,30.818475499999998,14,奉贤区,柘林镇,[],[],银工路,2022-04-15
121.31402611627907,31.220563953488373,43,闵行区,华漕镇,[],[],北翟路,2022-04-15
121.2794096875,31.378201625,16,嘉定区,新成路街道,鸿达嘉苑,[],澄浏中路,2022-04-15
121.57185364788732,31.343754211267605,71,浦东新区,高桥镇,潼港五村,清溪路260弄44号,和龙路,2022-04-15
121.48940438095238,31.388292476190475,21,宝山区,吴淞街道,[],[],双城路,2022-04-15
121.84142352941177,31.00998211764706,17,浦东新区,老港镇,[],[],建中路,2022-04-15
121.52981336363636,30.957808818181817,11,奉贤区,金汇镇,[],[],团汇公路,2022-04-15
121.34404248387096,31.08474712903226,31,松江区,新桥镇,[],[],场西路,2022-04-15
121.44777208955225,31.165632179104477,67,徐汇区,龙华街道,徐汇御景苑,[],龙恒路,2022-04-15
121.497455375,31.16622175892857,112,浦东新区,周家渡街道,[],川杨河,上南路,2022-04-15
121.491763,31.607514,1,崇明区,建设镇,[],[],[],2022-04-15
121.833234,31.484321,1,崇明区,陈家镇,[],[],东滩大道,2022-04-15
121.46148817021276,31.249427851063828,47,静安区,芷江西路街道,[],[],中华新路,2022-04-15
121.4689327388535,31.22387807643312,157,黄浦区,瑞金二路街道,[],[],巨鹿路,2022-04-15
121.64837618181818,31.026606,11,浦东新区,新场镇,[],[],牌楼东路,2022-04-15
121.1381675,31.028021375,8,松江区,小昆山镇,[],[],鹤溪街,2022-04-15
121.41177804166666,31.021129166666668,24,闵行区,江川路街道,[],[],凤庆路,2022-04-15
121.77528333333333,31.096217444444445,9,浦东新区,祝桥镇,[],[],金闻路,2022-04-15
121.30939152173913,31.11850104347826,23,松江区,九亭镇,[],[],盛龙路,2022-04-15
121.28042780952381,31.319906142857143,21,嘉定区,马陆镇,[],[],崇福路,2022-04-15
121.57436291666667,31.15557763888889,36,浦东新区,北蔡镇,F欧香四季(地杰国际城北),[],京浦路,2022-04-15
121.22866033333334,31.2531522,15,青浦区,华新镇,[],[],华益路,2022-04-15
121.6310426,30.9244036,5,奉贤区,奉城镇,[],[],德胜路,2022-04-15
121.46449117647059,31.11330144117647,34,徐汇区,华泾镇,[],黄浦江,龙吴路,2022-04-15
121.42387562222223,31.266462066666666,45,普陀区,甘泉路街道,普陀区灵石小区,[],灵石路,2022-04-15
121.2503408,31.0162408,15,松江区,中山街道,[],[],荣乐东路,2022-04-15
121.57775532258064,31.117147112903226,62,浦东新区,周浦镇,[],[],小上海步行街,2022-04-15
121.35147678571428,31.42808642857143,28,宝山区,罗店镇,[],[],集贤路,2022-04-15
121.5418716640625,31.284591828125,128,杨浦区,延吉新村街道,内江二村小区,[],内江路,2022-04-15
121.36788585294117,31.179377088235295,34,闵行区,虹桥镇,中康公寓龙柏三村,[],白樟路,2022-04-15
121.55503886407767,31.242815747572816,103,浦东新区,洋泾街道,[],[],博山路,2022-04-15
121.30567883870968,31.01668612903226,31,松江区,车墩镇,[],[],新车公路,2022-04-15
