lon,lat,centroids_dense,district,township,neighborhood,building,streetNumber,date
121.534202,31.329192,5,杨浦区,殷行街道,小区(殷行路571弄小区北),[],殷行路,2022-05-13
121.49094814814815,31.20561477777778,27,黄浦区,半淞园路街道,北方花苑,[],保屯路,2022-05-13
121.335083,31.118879,1,松江区,九亭镇,黎星苑(二区),[],沪亭南路,2022-05-13
121.57287450000001,31.1902245,2,浦东新区,北蔡镇,[],[],高科西路,2022-05-13
121.44777133333334,31.236845916666667,12,静安区,江宁路街道,[],[],陕西北路,2022-05-13
121.67575466666666,31.286677333333333,6,浦东新区,曹路镇,[],[],金睦路,2022-05-13
121.940791,30.876652,1,浦东新区,南汇新城镇,[],[],[],2022-05-13
121.32356466666667,31.264756666666667,3,嘉定区,江桥镇,[],[],曹安公路,2022-05-13
121.54887550000001,31.061093999999997,2,浦东新区,航头镇,[],[],联胜路,2022-05-13
121.53761457894737,31.28583710526316,19,杨浦区,延吉新村街道,[],[],延吉东路,2022-05-13
121.229735,31.181151,1,青浦区,华新镇,[],[],凤马塘路,2022-05-13
121.844648,31.482258,1,崇明区,陈家镇,[],[],[],2022-05-13
121.46345014285714,31.268583714285715,7,静安区,共和新路街道,东方公寓(柳营新村东北),柳营路309弄14号,柳营路,2022-05-13
121.720129,31.12019,1,浦东新区,川沙新镇,[],[],周祝公路,2022-05-13
121.45547499999999,31.1992446,5,徐汇区,枫林路街道,[],[],肇嘉浜路,2022-05-13
121.40232950000001,31.138633,2,闵行区,古美街道,古美八村,[],莲花路,2022-05-13
121.60286133333334,31.259673,3,浦东新区,浦兴路街道,金和佳园(胶东路),[],杨高北路,2022-05-13
121.424016,31.002085,1,闵行区,江川路街道,[],[],沪闵路,2022-05-13
121.139543,31.033059,1,松江区,小昆山镇,[],[],昆港公路,2022-05-13
121.5008315,31.1206535,2,浦东新区,三林镇,[],[],和炯路,2022-05-13
121.39069,31.262341,1,普陀区,真如镇街道,明丰世纪苑,[],子洲路,2022-05-13
121.70148,31.393697,1,崇明区,长兴镇,[],[],丰康路,2022-05-13
121.5160505,31.236568,4,浦东新区,陆家嘴街道,崂山五村,[],栖霞路,2022-05-13
121.4347355,31.307138666666667,6,静安区,彭浦镇,[],[],康宁路,2022-05-13
121.283066,31.341112,1,嘉定区,马陆镇,[],[],沪宜公路,2022-05-13
121.311178,31.002819,1,松江区,车墩镇,西上海高尔夫练习场,[],车亭公路,2022-05-13
121.50904563636364,31.27160209090909,11,杨浦区,江浦路街道,[],[],打虎山路,2022-05-13
121.5858335,31.098748,2,浦东新区,周浦镇,[],[],周祝公路,2022-05-13
121.47906763636364,31.232955636363638,11,黄浦区,南京东路街道,[],[],福州路,2022-05-13
121.29559666666667,31.194187333333332,3,青浦区,徐泾镇,[],[],崧泽大道,2022-05-13
121.6342915,31.1776275,2,浦东新区,张江镇,[],三灶港,三灶路,2022-05-13
121.096856,31.168397,1,青浦区,香花桥街道,[],[],清河湾路,2022-05-13
121.517533,31.3104015,10,杨浦区,长海路街道,[],[],政治路,2022-05-13
121.5412984,31.163776,5,浦东新区,三林镇,[],[],高青路,2022-05-13
121.40431966666667,31.185205,3,闵行区,虹桥镇,[],[],吴中路,2022-05-13
121.21196,31.27769,1,嘉定区,安亭镇,[],[],黄渡绿苑路,2022-05-13
121.582866,31.233238333333333,3,浦东新区,金桥镇,[],[],云山路,2022-05-13
121.454644,31.25891122222222,9,静安区,天目西路街道,[],贝荣旅馆,普善路,2022-05-13
121.575282,31.341235666666666,3,浦东新区,高桥镇,潼港二村,[],张杨北路,2022-05-13
121.594224,31.030333499999998,2,浦东新区,航头镇,[],[],沪南公路,2022-05-13
121.42661171428571,31.176547857142857,7,徐汇区,田林街道,[],[],钦州路,2022-05-13
121.421216,31.255610333333333,6,普陀区,石泉路街道,[],[],铜川路,2022-05-13
121.535489,31.264676833333333,6,杨浦区,大桥街道,[],龙泽大厦1座,宁国路,2022-05-13
121.450773,31.185742714285713,7,徐汇区,枫林路街道,[],[],中山南二路,2022-05-13
121.60249366666666,31.136261,3,浦东新区,康桥镇,[],[],罗桥路,2022-05-13
121.37266933333333,31.122012666666667,3,闵行区,莘庄镇,[],[],疏影路,2022-05-13
121.47974745454546,31.20476059090909,22,黄浦区,五里桥街道,[],[],斜土路,2022-05-13
121.364878,31.021796,1,闵行区,马桥镇,[],[],昆阳路,2022-05-13
121.172411,31.188545,1,青浦区,香花桥街道,[],[],北青公路,2022-05-13
121.497650875,31.2168199375,16,黄浦区,小东门街道,[],通达大厦,永泰街,2022-05-13
121.511162,31.1882895,2,浦东新区,南码头路街道,[],[],东方路,2022-05-13
