lon,lat,centroids_dense,district,township,neighborhood,building,streetNumber,date
121.60405062962963,31.271836592592592,27,浦东新区,浦兴路街道,[],[],凌河路,2022-04-27
121.44448209195403,31.231449701149426,87,静安区,江宁路街道,恒德里(常德路),[],常德路,2022-04-27
121.30717505882353,31.156648294117648,17,松江区,九里亭街道,[],[],徐南路,2022-04-27
121.5734981111111,31.15422688888889,18,浦东新区,康桥镇,经典花园,[],京浦路,2022-04-27
121.44248557446808,31.3723784893617,47,宝山区,杨行镇,杨泰一村三二八弄,[],杨泰路,2022-04-27
121.77271575,31.026371,4,浦东新区,惠南镇,[],[],川南奉公路,2022-04-27
121.48611740441176,31.20627519117647,136,黄浦区,半淞园路街道,豫欣公寓,[],斜土东路,2022-04-27
121.49743072916667,31.13460975,48,浦东新区,三林镇,[],[],三林路,2022-04-27
121.51515003125,31.272969171875,64,杨浦区,江浦路街道,[],[],双辽路,2022-04-27
121.70223115,31.1866272,20,浦东新区,川沙新镇,[],[],川环南路,2022-04-27
121.31535652941176,31.29390711764706,17,嘉定区,南翔镇,[],[],民主街,2022-04-27
121.2974843,31.01803415,20,松江区,中山街道,[],[],茸翔路,2022-04-27
121.664478125,31.290648916666665,24,浦东新区,曹路镇,[],[],民冬路,2022-04-27
121.42949725,31.114794125,16,闵行区,梅陇镇,虹梅新苑蔷薇八村,[],春申路,2022-04-27
121.4272244736842,31.287154368421053,38,静安区,彭浦镇,永和阳光苑,[],高平路,2022-04-27
121.59760175,31.032104875,8,浦东新区,航头镇,[],[],沪南公路,2022-04-27
121.17391257142857,31.023939857142857,7,松江区,小昆山镇,[],[],鼎源路,2022-04-27
121.91326416666666,30.896025666666667,6,浦东新区,南汇新城镇,[],[],紫荆花路,2022-04-27
121.4913961707317,31.21801247804878,205,黄浦区,老西门街道,[],河南拉面(蓬莱路),蓬莱路,2022-04-27
121.43218514285715,31.167372095238097,20,徐汇区,漕河泾街道,[],[],漕宝路,2022-04-27
121.4777096451613,31.371148193548386,31,宝山区,杨行镇,[],[],铁力路,2022-04-27
121.32839966666667,31.457597,3,宝山区,罗泾镇,[],[],沪太公路,2022-04-27
121.45244208474577,31.312477627118643,59,静安区,彭浦新村街道,平顺小区,[],平顺路,2022-04-27
121.5353946,31.3597766,5,浦东新区,高桥镇,[],[],展凌路,2022-04-27
121.20368866666666,31.218585,6,青浦区,重固镇,[],[],华南路,2022-04-27
121.46798307086614,31.255069377952754,127,静安区,芷江西路街道,中华新路455弄小区,[],中兴路,2022-04-27
121.68443466666668,31.233293500000002,18,浦东新区,唐镇,[],[],美雅路,2022-04-27
121.354812,30.859215,1,金山区,亭林镇,[],[],林慧路,2022-04-27
121.24849433333333,31.388022666666668,6,嘉定区,嘉定镇街道,温宿路31弄小区,[],温宿路,2022-04-27
121.54513053333334,31.200738066666666,15,浦东新区,花木街道,龙昌苑,[],锦安东路,2022-04-27
121.40048026666666,31.4509936,15,宝山区,月浦镇,[],[],鹤林路,2022-04-27
121.4124885,31.034632666666667,6,闵行区,颛桥镇,[],[],沪闵路,2022-04-27
121.51611490625,31.1895278125,32,浦东新区,南码头路街道,[],[],浦三路,2022-04-27
121.63159016129032,31.199659548387096,31,浦东新区,张江镇,[],[],盛夏路,2022-04-27
121.3197211875,31.23216325,16,嘉定区,江桥镇,[],[],爱特路,2022-04-27
121.56442670588235,31.12181776470588,17,浦东新区,康桥镇,[],[],梓康路,2022-04-27
121.36063,31.354064444444443,9,宝山区,顾村镇,[],[],宝安公路,2022-04-27
121.54305599999999,31.279064402439023,82,杨浦区,定海路街道,[],[],隆昌路,2022-04-27
121.379037,31.086789071428573,14,闵行区,颛桥镇,清馨苑,[],申北路,2022-04-27
121.5580901,31.23909045,20,浦东新区,洋泾街道,明珠苑(崮山路),张杨路2238弄53号,羽山路,2022-04-27
121.71578975,31.24926425,12,浦东新区,合庆镇,[],[],东川公路,2022-04-27
121.24223873333334,31.0367312,15,松江区,中山街道,[],[],光星路,2022-04-27
121.48083974789915,31.23611588235294,119,黄浦区,外滩街道,[],[],南京路步行街,2022-04-27
121.11534900000001,31.14643625,4,青浦区,盈浦街道,[],[],公园路,2022-04-27
121.561182,30.888706,2,奉贤区,青村镇,[],[],沿钱公路,2022-04-27
121.71724,31.081696375,8,浦东新区,宣桥镇,[],[],宣春路,2022-04-27
121.2424472,31.2757426,5,嘉定区,安亭镇,[],[],曹安公路,2022-04-27
121.46990603260869,31.201939445652172,92,黄浦区,打浦桥街道,[],[],斜土路,2022-04-27
121.4886849,31.3117928,20,宝山区,高境镇,[],[],三门路,2022-04-27
121.84346733333334,31.046388666666665,3,浦东新区,老港镇,[],[],同发路,2022-04-27
121.45735216666667,31.264434115384617,78,静安区,共和新路街道,[],[],柳营路,2022-04-27
121.2250565,30.928494,2,金山区,朱泾镇,[],[],中南路,2022-04-27
121.25548555555555,31.108186888888888,9,松江区,泗泾镇,[],[],古楼公路,2022-04-27
121.61371086666666,31.1376702,15,浦东新区,康桥镇,[],[],秀沿路,2022-04-27
121.49442903636364,31.168402745454546,55,浦东新区,上钢新村街道,德州一村,顺发门窗(德州一村西),德州路,2022-04-27
121.45751669230769,31.399060153846154,13,宝山区,杨行镇,[],[],盘古路,2022-04-27
121.27889554166667,31.1870575,24,青浦区,徐泾镇,[],[],蟠龙路,2022-04-27
121.42725675,31.40333220833333,24,宝山区,月浦镇,[],[],绥化路,2022-04-27
121.2639396923077,31.33026776923077,13,嘉定区,马陆镇,[],[],双单路,2022-04-27
121.3485924,31.256250933333334,15,嘉定区,江桥镇,[],[],曲江路,2022-04-27
121.75298466666666,31.35878466666667,3,崇明区,长兴镇,[],[],长兴江南大道,2022-04-27
121.57882941666666,31.340702166666667,12,浦东新区,高桥镇,[],[],高桥西街,2022-04-27
121.32425176470588,31.12265711764706,17,松江区,九亭镇,[],[],南洋路,2022-04-27
121.3951099090909,31.312945,22,宝山区,大场镇,[],[],南陈路,2022-04-27
121.44917354,31.33699262,50,宝山区,张庙街道,通河一村,[],通河路,2022-04-27
121.82691575,30.88189,4,浦东新区,泥城镇,[],[],正茂路,2022-04-27
121.52623579310345,31.14111582758621,29,浦东新区,东明路街道,[],[],永泰路,2022-04-27
121.66353811111111,31.191656388888887,18,浦东新区,张江镇,[],[],唐黄路,2022-04-27
121.54187397297298,31.168145486486488,37,浦东新区,北蔡镇,文汇小区(下南路),[],下南路,2022-04-27
121.6556735,31.033031833333332,6,浦东新区,新场镇,[],[],众安路,2022-04-27
121.37360975,31.17526725,4,闵行区,虹桥镇,[],[],青杉路,2022-04-27
121.46151288888889,31.045266666666667,9,闵行区,吴泾镇,[],[],宝秀路,2022-04-27
121.40752875,31.140853749999998,16,闵行区,古美街道,阳光美景城,[],古美路,2022-04-27
121.5325274117647,31.321483911764705,34,杨浦区,殷行街道,[],[],民京路,2022-04-27
121.7680013,31.1056409,10,浦东新区,祝桥镇,[],[],千汇路,2022-04-27
121.72388581818181,31.214223727272728,11,浦东新区,合庆镇,[],[],跃东路,2022-04-27
121.599309,31.230064249999998,8,浦东新区,金桥镇,[],[],张家浜路,2022-04-27
121.48460533333333,31.339531166666667,12,宝山区,淞南镇,淞南五村105号-176号,[],淞肇路,2022-04-27
121.574369,31.25551925,20,浦东新区,金杨新村街道,[],[],枣庄路,2022-04-27
121.41259516666666,31.091320583333335,12,闵行区,颛桥镇,[],[],老沪闵路,2022-04-27
121.3194251,31.0720426,10,松江区,新桥镇,[],[],明中路,2022-04-27
121.52110189285715,31.225112125,56,浦东新区,潍坊新村街道,[],[],潍坊路,2022-04-27
121.46510267889909,31.221412844036696,109,黄浦区,瑞金二路街道,[],[],长乐路,2022-04-27
121.19200266666667,31.342006666666666,3,嘉定区,外冈镇,[],[],恒谐路,2022-04-27
121.51250267857142,31.29996225,28,杨浦区,五角场街道,邯郸路500-524弄住宅小区,[],国宾路,2022-04-27
121.56198473809523,31.186984904761903,42,浦东新区,北蔡镇,世外桃源花园别墅小区,[],莲溪路,2022-04-27
121.45165383783784,31.180971324324325,37,徐汇区,枫林路街道,宛南三村,[],华容路,2022-04-27
121.21921175,31.156585749999998,8,青浦区,赵巷镇,[],[],垂盈路,2022-04-27
121.523844,31.056162750000002,4,闵行区,浦江镇,[],[],三鲁公路,2022-04-27
121.42446347368421,31.18817905263158,19,徐汇区,田林街道,[],来必堡(古宜路),徐虹中路,2022-04-27
121.405518,30.797411,1,金山区,漕泾镇,[],[],富漕路,2022-04-27
121.35492533333334,31.410755833333333,6,宝山区,罗店镇,[],[],月罗公路,2022-04-27
121.6442276111111,31.238784333333335,18,浦东新区,唐镇,[],[],洁雅路,2022-04-27
121.59194669565217,31.092124000000002,23,浦东新区,周浦镇,[],[],周东南路,2022-04-27
121.58292677419355,31.271067709677418,31,浦东新区,沪东新村街道,沪新小区(五莲路),[],沪东路,2022-04-27
121.40649906666667,31.372423533333333,15,宝山区,顾村镇,[],[],富新路,2022-04-27
121.68079805882353,31.267437529411765,17,浦东新区,曹路镇,[],[],秦家港路,2022-04-27
121.48865883333333,31.39654611111111,18,宝山区,友谊路街道,[],[],海江四路,2022-04-27
121.63062257142857,31.31972085714286,7,浦东新区,高东镇,杨园二村,[],新园路,2022-04-27
121.44607028571428,31.14303610714286,29,徐汇区,长桥街道,[],海怡公寓,百色路,2022-04-27
