lon,lat,centroids_dense,district,township,neighborhood,building,streetNumber,date
121.53676702,31.26693652,50,杨浦区,大桥街道,银河经典苑,[],河间路,2022-04-14
121.4264978433735,31.18344473493976,83,徐汇区,田林街道,[],申隧设计大厦,中山西路,2022-04-14
121.633369,31.00331775,8,浦东新区,新场镇,[],[],曹治路,2022-04-14
121.2583925,31.23231,8,闵行区,华漕镇,[],[],纪高路,2022-04-14
121.619725,31.189907413793104,29,浦东新区,张江镇,[],[],海科路,2022-04-14
121.22861070370371,31.386425074074076,27,嘉定区,菊园新区,[],[],红石路,2022-04-14
121.3161175,30.950536500000002,4,松江区,叶榭镇,[],[],富荣路,2022-04-14
121.49566030088495,31.163608672566372,113,浦东新区,三林镇,[],[],后长街,2022-04-14
121.44356331818182,31.149438590909092,44,徐汇区,长桥街道,[],[],罗城路,2022-04-14
121.57399906382979,31.343470957446808,47,浦东新区,高桥镇,清溪苑,集朋台球城,张杨北路,2022-04-14
121.46175129411765,31.39625576470588,17,宝山区,杨行镇,[],[],友谊路,2022-04-14
121.69304092537314,31.194612044776118,67,浦东新区,川沙新镇,[],[],城西路,2022-04-14
121.47728478125,31.2377455125,160,黄浦区,南京东路街道,[],[],牛庄路,2022-04-14
121.43613488888889,31.090039037037037,54,闵行区,梅陇镇,[],[],虹梅南路,2022-04-14
121.59084679166666,31.272846108333333,120,浦东新区,浦兴路街道,东五小区(边门),华联超市(荷泽店),菏泽路,2022-04-14
121.804776625,30.906889624999998,8,浦东新区,泥城镇,[],[],青鸟路,2022-04-14
121.34150503703704,31.29593148148148,27,普陀区,桃浦镇,[],[],柳园路,2022-04-14
121.40688423076924,30.814411076923076,13,金山区,漕泾镇,[],[],水泾路,2022-04-14
121.28238222222222,31.103834555555554,18,松江区,洞泾镇,[],[],张泾路,2022-04-14
121.74629911538462,31.05156346153846,26,浦东新区,惠南镇,[],[],通济路,2022-04-14
121.5203928,31.060165755555555,45,闵行区,浦江镇,[],[],沈杜公路,2022-04-14
121.36793248717949,31.10800076923077,39,闵行区,莘庄镇,莘松五村,[],莘沥路,2022-04-14
121.50984826666667,31.135090244444445,90,浦东新区,三林镇,[],[],永泰路,2022-04-14
121.47739366242038,31.20486386624204,157,黄浦区,打浦桥街道,桃源兴城苑(北区),[],蒙自路,2022-04-14
121.57474124,31.116375973333334,75,浦东新区,周浦镇,[],[],陵园路,2022-04-14
121.32393725,31.461305535714285,28,宝山区,罗泾镇,[],[],沪太路,2022-04-14
121.45010935,31.3215207,40,宝山区,高境镇,共和小区,共和新路4719弄64号,一二八纪念路,2022-04-14
121.3603730625,31.253195734375,64,嘉定区,真新街道,[],[],曹安公路,2022-04-14
121.41401429032258,31.013622516129033,31,闵行区,江川路街道,[],[],东川路,2022-04-14
121.66100035185185,31.277598092592594,54,浦东新区,曹路镇,[],[],上川路,2022-04-14
120.924572,31.051171,2,青浦区,金泽镇,[],[],沪青平公路,2022-04-14
121.50084,31.308078355932203,59,杨浦区,新江湾城街道,[],[],政立路,2022-04-14
121.10482225,31.027753999999998,4,松江区,小昆山镇,[],[],昆泖公路,2022-04-14
121.5617975368421,31.18392442105263,95,浦东新区,北蔡镇,[],[],莲溪路,2022-04-14
121.37249040625,31.1773425625,32,闵行区,虹桥镇,[],虹桥晶座,先锋街,2022-04-14
121.55098655696203,31.239782126582277,79,浦东新区,洋泾街道,弘扬沁园,[],张杨路,2022-04-14
121.13349688888889,31.155363333333334,9,青浦区,夏阳街道,[],[],公园东路,2022-04-14
121.29134363636364,30.767554818181818,11,金山区,金山卫镇,[],[],[],2022-04-14
121.76085549999999,31.351278,2,崇明区,长兴镇,[],[],长兴江南大道,2022-04-14
121.43509920588235,31.269781397058825,68,普陀区,甘泉路街道,[],[],沪太路,2022-04-14
121.193134,31.341350529411766,17,嘉定区,外冈镇,[],[],恒谐路,2022-04-14
121.3316251025641,31.14374835897436,39,松江区,九亭镇,[],[],涞亭南路,2022-04-14
