lon,lat,centroids_dense,district,township,neighborhood,building,streetNumber,date
121.48504047305389,31.207699185628744,167,黄浦区,半淞园路街道,华浩苑,龙悦大厦,制造局路,2022-04-17
121.259910125,31.113937041666667,24,松江区,泗泾镇,[],[],泗凤公路,2022-04-17
121.3603874,31.36018908,25,宝山区,顾村镇,[],[],沪联路,2022-04-17
121.78774085714286,31.042653285714287,14,浦东新区,惠南镇,[],[],勤奋路,2022-04-17
121.65213318421053,31.216815131578947,38,浦东新区,唐镇,[],[],唐陆公路,2022-04-17
121.5209936031746,31.315551968253967,63,杨浦区,长海路街道,[],[],嫩江路,2022-04-17
121.41982430769231,31.120605096153845,52,闵行区,梅陇镇,朱行三村,[],莘朱路,2022-04-17
121.3881605,30.750099249999998,8,金山区,山阳镇,[],[],汀南路,2022-04-17
121.32440197368422,31.231400315789475,38,嘉定区,江桥镇,[],[],华江路,2022-04-17
121.57326630508474,31.120139440677967,59,浦东新区,康桥镇,[],[],上南路,2022-04-17
121.44431668376069,31.232950247863247,117,静安区,江宁路街道,东安公寓,[],常德路,2022-04-17
121.55025969230769,31.23896136923077,65,浦东新区,洋泾街道,弘扬沁园,[],苗圃路,2022-04-17
121.42480944827587,31.36225475862069,29,宝山区,杨行镇,天馨花园,[],水产西路,2022-04-17
121.58104511764707,31.28261538235294,34,浦东新区,沪东新村街道,嘉屯苑,[],东波路,2022-04-17
121.3960694,31.1833096,35,闵行区,虹桥镇,虹桥高尔夫球场,[],虹许路,2022-04-17
121.31722988461539,31.468272653846153,26,嘉定区,华亭镇,[],[],陈川西路,2022-04-17
121.2821964,31.3440393,20,嘉定区,马陆镇,[],[],彭封路,2022-04-17
121.55812945535715,31.1775135625,112,浦东新区,北蔡镇,[],川杨河,新陈路,2022-04-17
121.70323453846154,31.132716538461537,13,浦东新区,川沙新镇,[],[],南六公路,2022-04-17
121.21583164705882,31.024128411764707,17,松江区,方松街道,[],[],南期昌路,2022-04-17
121.135620375,31.158407125,16,青浦区,夏阳街道,[],[],华浦路,2022-04-17
121.29901699999999,31.019089739130436,23,松江区,中山街道,[],[],茸腾路,2022-04-17
121.66837794545455,31.27647818181818,55,浦东新区,曹路镇,[],[],川沙路,2022-04-17
121.55367628571429,30.915439285714285,7,奉贤区,青村镇,[],[],青高路,2022-04-17
121.44864383529412,31.171187117647058,86,徐汇区,龙华街道,汇龙花苑(龙水北路),龙华路3166弄12号,龙华路,2022-04-17
121.80665210000001,30.902724,10,浦东新区,泥城镇,[],[],池月路,2022-04-17
