lon,lat,centroids_dense,district,township,neighborhood,building,streetNumber
121.37864158909683,31.116505782750203,1229,闵行区,莘庄镇,水清三村,[],庙泾路
121.2755302022472,31.169069054307116,534,青浦区,徐泾镇,[],[],京华路
121.25014210491071,31.026287183035713,448,松江区,中山街道,[],[],松东路
121.52118467708333,31.058562726190477,672,闵行区,浦江镇,[],[],沈杜公路
121.75182225312935,31.04988561752434,719,浦东新区,惠南镇,[],[],人民西路
121.30374485672083,31.286545540620384,677,嘉定区,南翔镇,[],[],翔黄公路
121.51548844539528,31.27410795028525,2454,杨浦区,江浦路街道,[],[],控江路
121.43915478150289,31.384579647398844,865,宝山区,杨行镇,[],颐景园,镇泰路
121.32010842857143,31.746947685714286,35,崇明区,三星镇,[],[],[]
121.62128672619048,30.91126661904762,84,奉贤区,奉城镇,[],[],神州路
121.39594923261694,31.30440568141593,791,宝山区,大场镇,[],[],南陈路
121.59402143797469,31.028326058227847,395,浦东新区,航头镇,[],[],航兴北路
121.4231316961691,31.185799168428005,1514,徐汇区,田林街道,明园·小安桥,[],柳州路
121.2213674379562,31.24954513625304,411,青浦区,华新镇,[],[],新凤北路
121.69169759499358,31.19000714826701,1558,浦东新区,川沙新镇,[],[],城南路
121.32476667551963,31.23327132794457,866,嘉定区,江桥镇,[],[],爱特路
121.46271772150814,31.3383418269066,1167,宝山区,淞南镇,[],[],联长路
121.31123737333334,30.937291806666668,150,松江区,叶榭镇,[],[],叶荣路
121.39850145853659,31.0716414,615,闵行区,颛桥镇,[],[],沪闵公路
121.6133117437408,31.135544765832105,679,浦东新区,康桥镇,[],[],秀沿路
121.75656068627451,30.980854509803923,153,浦东新区,大团镇,[],[],墩艺路
121.23815486985173,31.39752973146623,607,嘉定区,菊园新区,[],[],胜竹路
121.82757233333334,31.496534642857142,42,崇明区,陈家镇,[],[],裕丰南路
121.47777096132957,31.236551317401695,4603,黄浦区,南京东路街道,[],嘉厨烧味小馆,浙江中路
121.66896127942925,31.275598524970274,1682,浦东新区,曹路镇,[],[],川沙路
121.05737323404256,30.884560872340426,47,金山区,枫泾镇,[],[],环东一路
121.51974956261596,31.19146948283859,2156,浦东新区,南码头路街道,[],[],齐恒路
121.74454343155894,31.16221092015209,526,浦东新区,川沙新镇,[],[],红星路
121.45241572034632,31.1245025004329,1155,徐汇区,华泾镇,[],[],华发路
121.54006352210975,31.291600864677676,1877,杨浦区,延吉新村街道,[],[],靖宇东路
121.29360763411078,31.20384662973761,686,闵行区,华漕镇,[],[],诸新路
121.4064474966118,31.240628757018392,1033,普陀区,曹杨新村街道,[],[],花溪路
