NTL,lats,lons,geometry
12,31.837014925373133,121.31688963210702,POINT (121.31688963210702 31.837014925373133)
23,31.837014925373133,121.32107023411372,POINT (121.32107023411372 31.837014925373133)
35,31.837014925373133,121.3252508361204,POINT (121.3252508361204 31.837014925373133)
37,31.837014925373133,121.32943143812709,POINT (121.32943143812709 31.837014925373133)
8,31.837014925373133,121.33361204013377,POINT (121.33361204013377 31.837014925373133)
6,31.837014925373133,121.33779264214047,POINT (121.33779264214047 31.837014925373133)
6,31.837014925373133,121.34197324414716,POINT (121.34197324414716 31.837014925373133)
6,31.837014925373133,121.34615384615384,POINT (121.34615384615384 31.837014925373133)
6,31.837014925373133,121.35033444816054,POINT (121.35033444816054 31.837014925373133)
4,31.837014925373133,121.35451505016722,POINT (121.35451505016722 31.837014925373133)
4,31.837014925373133,121.3586956521739,POINT (121.3586956521739 31.837014925373133)
5,31.837014925373133,121.3628762541806,POINT (121.3628762541806 31.837014925373133)
5,31.837014925373133,121.36705685618729,POINT (121.36705685618729 31.837014925373133)
5,31.837014925373133,121.37123745819397,POINT (121.37123745819397 31.837014925373133)
5,31.837014925373133,121.37541806020067,POINT (121.37541806020067 31.837014925373133)
11,31.83283582089552,121.19983277591973,POINT (121.19983277591973 31.83283582089552)
11,31.83283582089552,121.20401337792642,POINT (121.20401337792642 31.83283582089552)
9,31.83283582089552,121.20819397993311,POINT (121.20819397993311 31.83283582089552)
8,31.83283582089552,121.2123745819398,POINT (121.2123745819398 31.83283582089552)
10,31.83283582089552,121.21655518394648,POINT (121.21655518394648 31.83283582089552)
7,31.83283582089552,121.22073578595318,POINT (121.22073578595318 31.83283582089552)
7,31.83283582089552,121.22491638795987,POINT (121.22491638795987 31.83283582089552)
8,31.83283582089552,121.22909698996655,POINT (121.22909698996655 31.83283582089552)
8,31.83283582089552,121.23327759197325,POINT (121.23327759197325 31.83283582089552)
8,31.83283582089552,121.23745819397993,POINT (121.23745819397993 31.83283582089552)
20,31.83283582089552,121.24163879598662,POINT (121.24163879598662 31.83283582089552)
19,31.83283582089552,121.24581939799332,POINT (121.24581939799332 31.83283582089552)
26,31.83283582089552,121.25,POINT (121.25 31.83283582089552)
7,31.83283582089552,121.25418060200668,POINT (121.25418060200668 31.83283582089552)
6,31.83283582089552,121.25836120401338,POINT (121.25836120401338 31.83283582089552)
7,31.83283582089552,121.26254180602007,POINT (121.26254180602007 31.83283582089552)
8,31.83283582089552,121.26672240802675,POINT (121.26672240802675 31.83283582089552)
7,31.83283582089552,121.27090301003345,POINT (121.27090301003345 31.83283582089552)
6,31.83283582089552,121.27508361204013,POINT (121.27508361204013 31.83283582089552)
6,31.83283582089552,121.27926421404682,POINT (121.27926421404682 31.83283582089552)
7,31.83283582089552,121.28344481605352,POINT (121.28344481605352 31.83283582089552)
7,31.83283582089552,121.2876254180602,POINT (121.2876254180602 31.83283582089552)
9,31.83283582089552,121.29180602006689,POINT (121.29180602006689 31.83283582089552)
9,31.83283582089552,121.29598662207358,POINT (121.29598662207358 31.83283582089552)
7,31.83283582089552,121.30016722408027,POINT (121.30016722408027 31.83283582089552)
7,31.83283582089552,121.30434782608695,POINT (121.30434782608695 31.83283582089552)
7,31.83283582089552,121.30852842809365,POINT (121.30852842809365 31.83283582089552)
7,31.83283582089552,121.31270903010034,POINT (121.31270903010034 31.83283582089552)
10,31.83283582089552,121.31688963210702,POINT (121.31688963210702 31.83283582089552)
52,31.83283582089552,121.32107023411372,POINT (121.32107023411372 31.83283582089552)
44,31.83283582089552,121.3252508361204,POINT (121.3252508361204 31.83283582089552)
28,31.83283582089552,121.32943143812709,POINT (121.32943143812709 31.83283582089552)
20,31.83283582089552,121.33361204013377,POINT (121.33361204013377 31.83283582089552)
11,31.83283582089552,121.33779264214047,POINT (121.33779264214047 31.83283582089552)
8,31.83283582089552,121.34197324414716,POINT (121.34197324414716 31.83283582089552)
7,31.83283582089552,121.34615384615384,POINT (121.34615384615384 31.83283582089552)
6,31.83283582089552,121.35033444816054,POINT (121.35033444816054 31.83283582089552)
6,31.83283582089552,121.35451505016722,POINT (121.35451505016722 31.83283582089552)
6,31.83283582089552,121.3586956521739,POINT (121.3586956521739 31.83283582089552)
6,31.83283582089552,121.3628762541806,POINT (121.3628762541806 31.83283582089552)
6,31.83283582089552,121.36705685618729,POINT (121.36705685618729 31.83283582089552)
5,31.83283582089552,121.37123745819397,POINT (121.37123745819397 31.83283582089552)
5,31.83283582089552,121.37541806020067,POINT (121.37541806020067 31.83283582089552)
5,31.83283582089552,121.37959866220736,POINT (121.37959866220736 31.83283582089552)
6,31.83283582089552,121.38377926421404,POINT (121.38377926421404 31.83283582089552)
12,31.82865671641791,121.19565217391305,POINT (121.19565217391305 31.82865671641791)
11,31.82865671641791,121.19983277591973,POINT (121.19983277591973 31.82865671641791)
11,31.82865671641791,121.20401337792642,POINT (121.20401337792642 31.82865671641791)
10,31.82865671641791,121.20819397993311,POINT (121.20819397993311 31.82865671641791)
26,31.82865671641791,121.2123745819398,POINT (121.2123745819398 31.82865671641791)
23,31.82865671641791,121.21655518394648,POINT (121.21655518394648 31.82865671641791)
23,31.82865671641791,121.22073578595318,POINT (121.22073578595318 31.82865671641791)
7,31.82865671641791,121.22491638795987,POINT (121.22491638795987 31.82865671641791)
8,31.82865671641791,121.22909698996655,POINT (121.22909698996655 31.82865671641791)
6,31.82865671641791,121.23327759197325,POINT (121.23327759197325 31.82865671641791)
20,31.82865671641791,121.23745819397993,POINT (121.23745819397993 31.82865671641791)
19,31.82865671641791,121.24163879598662,POINT (121.24163879598662 31.82865671641791)
19,31.82865671641791,121.24581939799332,POINT (121.24581939799332 31.82865671641791)
22,31.82865671641791,121.25,POINT (121.25 31.82865671641791)
7,31.82865671641791,121.25418060200668,POINT (121.25418060200668 31.82865671641791)
7,31.82865671641791,121.25836120401338,POINT (121.25836120401338 31.82865671641791)
7,31.82865671641791,121.26254180602007,POINT (121.26254180602007 31.82865671641791)
7,31.82865671641791,121.26672240802675,POINT (121.26672240802675 31.82865671641791)
6,31.82865671641791,121.27090301003345,POINT (121.27090301003345 31.82865671641791)
6,31.82865671641791,121.27508361204013,POINT (121.27508361204013 31.82865671641791)
6,31.82865671641791,121.27926421404682,POINT (121.27926421404682 31.82865671641791)
7,31.82865671641791,121.28344481605352,POINT (121.28344481605352 31.82865671641791)
8,31.82865671641791,121.2876254180602,POINT (121.2876254180602 31.82865671641791)
12,31.82865671641791,121.29180602006689,POINT (121.29180602006689 31.82865671641791)
8,31.82865671641791,121.29598662207358,POINT (121.29598662207358 31.82865671641791)
7,31.82865671641791,121.30016722408027,POINT (121.30016722408027 31.82865671641791)
7,31.82865671641791,121.30434782608695,POINT (121.30434782608695 31.82865671641791)
7,31.82865671641791,121.30852842809365,POINT (121.30852842809365 31.82865671641791)
7,31.82865671641791,121.31270903010034,POINT (121.31270903010034 31.82865671641791)
9,31.82865671641791,121.31688963210702,POINT (121.31688963210702 31.82865671641791)
33,31.82865671641791,121.32107023411372,POINT (121.32107023411372 31.82865671641791)
44,31.82865671641791,121.3252508361204,POINT (121.3252508361204 31.82865671641791)
18,31.82865671641791,121.32943143812709,POINT (121.32943143812709 31.82865671641791)
10,31.82865671641791,121.33361204013377,POINT (121.33361204013377 31.82865671641791)
9,31.82865671641791,121.33779264214047,POINT (121.33779264214047 31.82865671641791)
10,31.82865671641791,121.34197324414716,POINT (121.34197324414716 31.82865671641791)
10,31.82865671641791,121.34615384615384,POINT (121.34615384615384 31.82865671641791)
10,31.82865671641791,121.35033444816054,POINT (121.35033444816054 31.82865671641791)
8,31.82865671641791,121.35451505016722,POINT (121.35451505016722 31.82865671641791)
8,31.82865671641791,121.3586956521739,POINT (121.3586956521739 31.82865671641791)
7,31.82865671641791,121.3628762541806,POINT (121.3628762541806 31.82865671641791)
6,31.82865671641791,121.36705685618729,POINT (121.36705685618729 31.82865671641791)
6,31.82865671641791,121.37123745819397,POINT (121.37123745819397 31.82865671641791)
6,31.82865671641791,121.37541806020067,POINT (121.37541806020067 31.82865671641791)
5,31.82865671641791,121.37959866220736,POINT (121.37959866220736 31.82865671641791)
7,31.82865671641791,121.38377926421404,POINT (121.38377926421404 31.82865671641791)
6,31.82865671641791,121.38795986622074,POINT (121.38795986622074 31.82865671641791)
13,31.8244776119403,121.18729096989966,POINT (121.18729096989966 31.8244776119403)
9,31.8244776119403,121.19147157190635,POINT (121.19147157190635 31.8244776119403)
9,31.8244776119403,121.19565217391305,POINT (121.19565217391305 31.8244776119403)
9,31.8244776119403,121.19983277591973,POINT (121.19983277591973 31.8244776119403)
9,31.8244776119403,121.20401337792642,POINT (121.20401337792642 31.8244776119403)
8,31.8244776119403,121.20819397993311,POINT (121.20819397993311 31.8244776119403)
25,31.8244776119403,121.2123745819398,POINT (121.2123745819398 31.8244776119403)
22,31.8244776119403,121.21655518394648,POINT (121.21655518394648 31.8244776119403)
22,31.8244776119403,121.22073578595318,POINT (121.22073578595318 31.8244776119403)
22,31.8244776119403,121.22491638795987,POINT (121.22491638795987 31.8244776119403)
22,31.8244776119403,121.22909698996655,POINT (121.22909698996655 31.8244776119403)
20,31.8244776119403,121.23327759197325,POINT (121.23327759197325 31.8244776119403)
20,31.8244776119403,121.23745819397993,POINT (121.23745819397993 31.8244776119403)
21,31.8244776119403,121.24163879598662,POINT (121.24163879598662 31.8244776119403)
21,31.8244776119403,121.24581939799332,POINT (121.24581939799332 31.8244776119403)
20,31.8244776119403,121.25,POINT (121.25 31.8244776119403)
7,31.8244776119403,121.25418060200668,POINT (121.25418060200668 31.8244776119403)
6,31.8244776119403,121.25836120401338,POINT (121.25836120401338 31.8244776119403)
6,31.8244776119403,121.26254180602007,POINT (121.26254180602007 31.8244776119403)
7,31.8244776119403,121.26672240802675,POINT (121.26672240802675 31.8244776119403)
7,31.8244776119403,121.27090301003345,POINT (121.27090301003345 31.8244776119403)
7,31.8244776119403,121.27508361204013,POINT (121.27508361204013 31.8244776119403)
15,31.8244776119403,121.27926421404682,POINT (121.27926421404682 31.8244776119403)
18,31.8244776119403,121.28344481605352,POINT (121.28344481605352 31.8244776119403)
47,31.8244776119403,121.2876254180602,POINT (121.2876254180602 31.8244776119403)
39,31.8244776119403,121.29180602006689,POINT (121.29180602006689 31.8244776119403)
26,31.8244776119403,121.29598662207358,POINT (121.29598662207358 31.8244776119403)
28,31.8244776119403,121.30016722408027,POINT (121.30016722408027 31.8244776119403)
8,31.8244776119403,121.30434782608695,POINT (121.30434782608695 31.8244776119403)
8,31.8244776119403,121.30852842809365,POINT (121.30852842809365 31.8244776119403)
7,31.8244776119403,121.31270903010034,POINT (121.31270903010034 31.8244776119403)
7,31.8244776119403,121.31688963210702,POINT (121.31688963210702 31.8244776119403)
19,31.8244776119403,121.32107023411372,POINT (121.32107023411372 31.8244776119403)
23,31.8244776119403,121.3252508361204,POINT (121.3252508361204 31.8244776119403)
7,31.8244776119403,121.32943143812709,POINT (121.32943143812709 31.8244776119403)
7,31.8244776119403,121.33361204013377,POINT (121.33361204013377 31.8244776119403)
6,31.8244776119403,121.33779264214047,POINT (121.33779264214047 31.8244776119403)
6,31.8244776119403,121.34197324414716,POINT (121.34197324414716 31.8244776119403)
5,31.8244776119403,121.34615384615384,POINT (121.34615384615384 31.8244776119403)
6,31.8244776119403,121.35033444816054,POINT (121.35033444816054 31.8244776119403)
8,31.8244776119403,121.35451505016722,POINT (121.35451505016722 31.8244776119403)
8,31.8244776119403,121.3586956521739,POINT (121.3586956521739 31.8244776119403)
