date,district,address,lons,lats
2022-04-28,浦东新区,板泉路2000弄,121.532012,31.165295
2022-04-28,浦东新区,板泉路2101弄,121.531904,31.16715
2022-04-28,浦东新区,板泉路50号,121.494644,31.158141
2022-04-28,浦东新区,北艾路155弄,121.542909,31.185863
2022-04-28,浦东新区,北艾路1765弄,121.521767,31.178552
2022-04-28,浦东新区,北艾路73弄,121.545023,31.186102
2022-04-28,浦东新区,北艾路862弄,121.536454,31.185412
2022-04-28,浦东新区,北蔡镇联勤村李家队李家宅,121.549804,31.161626
2022-04-28,浦东新区,北蔡镇联勤村麦家宅,121.547802,31.164159
2022-04-28,浦东新区,北蔡镇南新村东钟家宅,121.542313,31.16645
2022-04-28,浦东新区,北蔡镇南新村西钟家宅,121.541115,31.166262
2022-04-28,浦东新区,北蔡镇南新村赵家厍,121.538312,31.170047
2022-04-28,浦东新区,北蔡镇卫行村顾家队张家宅,121.548341,31.166473
2022-04-28,浦东新区,北蔡镇卫行村张浜队南顾家宅,121.581465,31.165494
2022-04-28,浦东新区,北蔡镇卫行村张浜队王家宅,121.581392,31.164888
2022-04-28,浦东新区,北蔡镇卫行村朱家队朱家宅,121.580461,31.162164
2022-04-28,浦东新区,北蔡镇五星村陈家队奚家宅,121.550453,31.156231
2022-04-28,浦东新区,北蔡镇五星村吴家队吴家宅,121.571727,31.173817
2022-04-28,浦东新区,北蔡镇五星村徐家队顾家宅,121.571727,31.173817
2022-04-28,浦东新区,北蔡镇杨桥村西计队西计家宅,121.577791,31.191116
2022-04-28,浦东新区,北蔡镇中界村陈家队陈家宅,121.565209,31.176723
2022-04-28,浦东新区,北蔡镇中界村复兴队陈家宅,121.57172,31.187785
2022-04-28,浦东新区,北蔡镇中界村黄家队黄家宅,121.573025,31.185266
2022-04-28,浦东新区,北蔡镇中界村陆家队陆家宅,121.567958,31.189333
2022-04-28,浦东新区,北蔡镇中界村苏家队苏家宅,121.570671,31.184798
2022-04-28,浦东新区,北蔡镇中界村苏家队周家宅,121.571482,31.184874
2022-04-28,浦东新区,北蔡镇中界村庄家队蔡家宅,121.567958,31.189333
2022-04-28,浦东新区,北张家浜路112号,121.52335,31.216856
2022-04-28,浦东新区,北张家浜路168弄,121.524477,31.216434
2022-04-28,浦东新区,北张家浜路172号,121.525215,31.216248
2022-04-28,浦东新区,北张家浜路58号,121.520914,31.215884
2022-04-28,浦东新区,北中路10弄,121.552558,31.182598
2022-04-28,浦东新区,北中路247弄,121.556707,31.184442
2022-04-28,浦东新区,北中路480弄,121.561905,31.184
2022-04-28,浦东新区,博华路1018弄,121.551099,31.170366
2022-04-28,浦东新区,博华路380弄,121.548669,31.180793
2022-04-28,浦东新区,博华路989号,121.550575,31.171728
2022-04-28,浦东新区,博华路999弄,121.550815,31.170548
2022-04-28,浦东新区,博山东路112弄,121.563199,31.249253
2022-04-28,浦东新区,博山东路20弄,121.560013,31.245715
2022-04-28,浦东新区,博山东路553弄,121.570456,31.256124
2022-04-28,浦东新区,博山东路811弄,121.57588,31.259374
2022-04-28,浦东新区,博山东路81弄,121.559066,31.248881
2022-04-28,浦东新区,博兴路465弄,121.583688,31.267381
2022-04-28,浦东新区,博兴路616弄,121.58448,31.263629
2022-04-28,浦东新区,博兴路986弄,121.591557,31.264613
2022-04-28,浦东新区,曹路镇东海村曹家宅,121.671478,31.300645
2022-04-28,浦东新区,曹路镇顾东村田度宅,121.659703,31.297446
2022-04-28,浦东新区,曹路镇顾东村新屋宅,121.661376,31.293138
2022-04-28,浦东新区,曹路镇光明村沙桥宅,121.651327,31.287401
2022-04-28,浦东新区,曹路镇光明村双盘宅,121.655428,31.291235
2022-04-28,浦东新区,曹路镇联合村北浜宅,121.676836,31.298176
2022-04-28,浦东新区,曹路镇联合村路南宅,121.667039,31.278414
2022-04-28,浦东新区,曹路镇民建村北邵家宅,121.649894,31.272754
2022-04-28,浦东新区,曹路镇民建村徐家宅,121.649894,31.272754
2022-04-28,浦东新区,曹路镇民众村运河西,121.669698,31.276991
2022-04-28,浦东新区,曹路镇前锋村杨张村宅,121.695038,31.271674
2022-04-28,浦东新区,曹路镇群乐村付家圈,121.682262,31.2818
2022-04-28,浦东新区,曹路镇日新村北万家宅,121.668483,31.263034
2022-04-28,浦东新区,曹路镇日新村南房宅,121.671405,31.264757
2022-04-28,浦东新区,曹路镇日新村杨薛家宅,121.669218,31.259167
2022-04-28,浦东新区,曹路镇五四村沈孙家宅,121.651542,31.254373
2022-04-28,浦东新区,曹路镇五四村紫石桥,121.651823,31.25132
2022-04-28,浦东新区,曹路镇新星村东新港,121.707992,31.253561
2022-04-28,浦东新区,曹路镇新星村黄家圈,121.705765,31.256316
2022-04-28,浦东新区,曹路镇迅建村黄家宅南,121.69083,31.281166
2022-04-28,浦东新区,曹路镇永乐村曹家油车,121.641983,31.277622
2022-04-28,浦东新区,曹路镇永乐村新宅,121.64004,31.272312
2022-04-28,浦东新区,曹路镇永利村冯家宅,121.69571,31.263939
2022-04-28,浦东新区,长岛路1203弄,121.592506,31.262601
2022-04-28,浦东新区,长岛路99号,121.577931,31.267405
2022-04-28,浦东新区,长清路693弄,121.491042,31.157702
2022-04-28,浦东新区,长清路773弄,121.491182,31.155751
2022-04-28,浦东新区,长清路807弄,121.49292,31.15475
2022-04-28,浦东新区,昌里东路395弄,121.512208,31.177617
2022-04-28,浦东新区,昌里东路411弄,121.515127,31.179927
2022-04-28,浦东新区,昌里东路500弄,121.514818,31.178347
2022-04-28,浦东新区,昌里东路650弄,121.515789,31.179524
2022-04-28,浦东新区,昌里东路675弄,121.516513,31.181114
2022-04-28,浦东新区,昌里东路71弄,121.50491,31.177314
2022-04-28,浦东新区,昌里路340弄,121.491933,31.173465
2022-04-28,浦东新区,昌邑路55弄,121.513504,31.241151
2022-04-28,浦东新区,陈春路620弄,121.546478,31.173033
2022-04-28,浦东新区,陈邵路103号工地生活区,121.436833,31.230333
2022-04-28,浦东新区,成山路1728弄,121.529212,31.176689
2022-04-28,浦东新区,成山路24弄,121.487151,31.167477
2022-04-28,浦东新区,成山路544弄,121.508628,31.170225
2022-04-28,浦东新区,成山路608弄,121.508569,31.169934
2022-04-28,浦东新区,成山路648弄,121.51069,31.169837
2022-04-28,浦东新区,成山路963弄,121.515803,31.173577
2022-04-28,浦东新区,城丰路212弄,121.68569,31.191343
2022-04-28,浦东新区,城丰路245弄,121.686216,31.188996
2022-04-28,浦东新区,川北公路3046号,121.613219,31.205485
2022-04-28,浦东新区,川北公路3056号,121.613269,31.20612
2022-04-28,浦东新区,川北公路3078-3080号,121.613536,31.206351
2022-04-28,浦东新区,川北公路3087弄,121.612429,31.206779
2022-04-28,浦东新区,川沙路1666弄,121.681538,31.254586
2022-04-28,浦东新区,川沙路2301弄,121.6892,31.222326
2022-04-28,浦东新区,川沙路2373号,121.686031,31.238159
2022-04-28,浦东新区,川沙路389弄,121.669854,31.279098
2022-04-28,浦东新区,川沙路4586弄,121.694945,31.199361
2022-04-28,浦东新区,川沙新镇八灶村郭家宅,121.715706,31.153034
2022-04-28,浦东新区,川沙新镇八灶村张家宅,121.715706,31.153034
2022-04-28,浦东新区,川沙新镇陈行村东陈家宅,121.713111,31.165994
2022-04-28,浦东新区,川沙新镇陈行村张家宅,121.713111,31.165994
2022-04-28,浦东新区,川沙新镇果园村,121.695947,31.193105
2022-04-28,浦东新区,川沙新镇会龙村新兴,121.727189,31.092391
2022-04-28,浦东新区,川沙新镇界龙村华家宅,121.68329,31.175879
2022-04-28,浦东新区,川沙新镇栏杆村王高家宅,121.66112,31.16911
2022-04-28,浦东新区,川沙新镇其成村,121.687703,31.112521
2022-04-28,浦东新区,川沙新镇太平村高家宅,121.718191,31.195133
2022-04-28,浦东新区,川沙新镇新春村赵孟家宅,121.69344,31.15894
2022-04-28,浦东新区,川沙新镇药师村,121.68283,31.202649
2022-04-28,浦东新区,川沙新镇长丰村北唐家宅,121.674519,31.182775
