date,district,address,lons,lats
2022-04-21,浦东新区,八灶村顾家宅,121.568585,31.342882
2022-04-21,浦东新区,八灶村乔家宅,121.556831,31.164793
2022-04-21,浦东新区,白杨路1065弄,121.559911,31.193391
2022-04-21,浦东新区,白杨路1155弄,121.560286,31.190965
2022-04-21,浦东新区,白杨路360弄,121.554281,31.204614
2022-04-21,浦东新区,板泉路1201弄,121.505791,31.161574
2022-04-21,浦东新区,板泉路2000弄,121.532012,31.165295
2022-04-21,浦东新区,板泉路2101弄,121.531904,31.16715
2022-04-21,浦东新区,板泉路50号,121.494644,31.158141
2022-04-21,浦东新区,板泉路95弄,121.489355,31.156278
2022-04-21,浦东新区,北艾路155弄,121.542909,31.185863
2022-04-21,浦东新区,北艾路1660弄,121.524025,31.180639
2022-04-21,浦东新区,北艾路1765弄,121.521767,31.178552
2022-04-21,浦东新区,北艾路73弄,121.545023,31.186102
2022-04-21,浦东新区,北艾路862弄,121.536454,31.185412
2022-04-21,浦东新区,北蔡村丁家队丁家宅,121.556208,31.182551
2022-04-21,浦东新区,北蔡村吴家宅,121.631647,31.179955
2022-04-21,浦东新区,北蔡村周家宅,121.423823,31.320271
2022-04-21,浦东新区,北蔡大街31弄,121.554896,31.187466
2022-04-21,浦东新区,北新园路350弄,121.624973,31.322113
2022-04-21,浦东新区,北张家浜路172号,121.525215,31.216248
2022-04-21,浦东新区,北张家浜路58号,121.520914,31.215884
2022-04-21,浦东新区,博华路1018弄,121.551099,31.170366
2022-04-21,浦东新区,博华路237弄,121.544992,31.184512
2022-04-21,浦东新区,博华路999弄,121.550815,31.170548
2022-04-21,浦东新区,博山东路128弄,121.563188,31.248198
2022-04-21,浦东新区,博山东路20弄,121.560013,31.245715
2022-04-21,浦东新区,博山路12弄,121.555941,31.24654
2022-04-21,浦东新区,博山路199弄,121.554692,31.244283
2022-04-21,浦东新区,博山路51弄,121.557061,31.245301
2022-04-21,浦东新区,博兴路462弄,121.581597,31.265408
2022-04-21,浦东新区,博兴路465弄,121.583688,31.267381
2022-04-21,浦东新区,彩云路567弄,121.808047,30.897966
2022-04-21,浦东新区,蔡路村丁家宅,121.609684,31.18105
2022-04-21,浦东新区,蔡路村东蔡家宅,121.730218,31.214086
2022-04-21,浦东新区,蔡路村西蔡家宅,121.668728,31.160567
2022-04-21,浦东新区,蔡路村徐家宅,121.73093,31.24937
2022-04-21,浦东新区,蔡路村张家宅,121.548341,31.166473
2022-04-21,浦东新区,蔡路村赵家宅,121.540789,30.95122
2022-04-21,浦东新区,仓房村范家宅,121.518972,31.362438
2022-04-21,浦东新区,草高支路1050弄,121.563371,31.351208
2022-04-21,浦东新区,草高支路1118弄,121.562732,31.351711
2022-04-21,浦东新区,长岛路1398弄,121.597602,31.263198
2022-04-21,浦东新区,长丰村陆家宅,121.426399,30.810405
2022-04-21,浦东新区,长丰村杨家宅,121.277724,30.740558
2022-04-21,浦东新区,长桥村西乔家宅,121.72875,31.136386
2022-04-21,浦东新区,长清路595弄,121.49105,31.159863
2022-04-21,浦东新区,长清路773弄,121.491182,31.155751
2022-04-21,浦东新区,长元村曹家宅,121.392463,30.750729
2022-04-21,浦东新区,昌里东路190弄,121.508756,31.174396
2022-04-21,浦东新区,昌里东路395弄,121.512208,31.177617
2022-04-21,浦东新区,昌里东路675弄,121.516513,31.181114
2022-04-21,浦东新区,昌里东路80弄,121.506037,31.175808
2022-04-21,浦东新区,昌里路167弄,121.497353,31.175648
2022-04-21,浦东新区,昌里路340弄,121.491933,31.173465
2022-04-21,浦东新区,昌邑路555弄,121.521774,31.242407
