date,district,address,lons,lats
2022-05-02,浦东新区,白杨路1155弄,121.560286,31.190965
2022-05-02,浦东新区,板泉路2101弄,121.531904,31.16715
2022-05-02,浦东新区,北艾路1200弄,121.533919,31.182783
2022-05-02,浦东新区,北艾路155弄,121.542909,31.185863
2022-05-02,浦东新区,北艾路1660弄,121.524025,31.180639
2022-05-02,浦东新区,北艾路862弄,121.536454,31.185412
2022-05-02,浦东新区,北蔡镇北蔡村丁家宅,121.556208,31.182551
2022-05-02,浦东新区,北蔡镇联勤村冯桥队冯家宅,121.550397,31.164732
2022-05-02,浦东新区,北蔡镇联勤村李家队李家宅,121.549804,31.161626
2022-05-02,浦东新区,北蔡镇南新村赵家厍,121.538312,31.170047
2022-05-02,浦东新区,北蔡镇卫行村顾家队顾家宅,121.581392,31.164888
2022-05-02,浦东新区,北蔡镇卫行村张家队张家宅,121.548341,31.166473
2022-05-02,浦东新区,北蔡镇五星村陈家队陈家宅,121.565209,31.176723
2022-05-02,浦东新区,北蔡镇中界村陈家队陈家宅,121.565209,31.176723
2022-05-02,浦东新区,北蔡镇中界村黄家队黄家宅,121.573025,31.185266
2022-05-02,浦东新区,北蔡镇中界村林家队中界庙,121.571229,31.185001
2022-05-02,浦东新区,北蔡镇中界村陆家队陆家宅,121.567958,31.189333
2022-05-02,浦东新区,北新园路350弄,121.624973,31.322113
2022-05-02,浦东新区,北新园路460弄,121.627456,31.319923
2022-05-02,浦东新区,北中路278弄,121.556848,31.183063
2022-05-02,浦东新区,滨江大道福山路交界口工地生活区,121.527929,31.242477
2022-05-02,浦东新区,博华路999弄,121.550815,31.170548
2022-05-02,浦东新区,博山东路188弄,121.566437,31.250349
2022-05-02,浦东新区,博山东路20弄,121.560013,31.245715
2022-05-02,浦东新区,博山东路811弄,121.57588,31.259374
2022-05-02,浦东新区,博兴路1185弄,121.593863,31.268493
2022-05-02,浦东新区,博兴路1663弄,121.600769,31.274186
2022-05-02,浦东新区,博兴路916弄,121.59159,31.26464
2022-05-02,浦东新区,博兴路986弄,121.591557,31.264613
2022-05-02,浦东新区,曹路镇光明村沙桥宅,121.651327,31.287401
2022-05-02,浦东新区,曹路镇联合村路北宅,121.667039,31.278414
2022-05-02,浦东新区,曹路镇联合村西柴场,121.672887,31.296697
2022-05-02,浦东新区,曹路镇民众村运河西,121.669698,31.276991
2022-05-02,浦东新区,曹路镇五四村沈家宅,121.726044,31.251821
2022-05-02,浦东新区,曹路镇永丰村孙家宅,121.691898,31.255901
2022-05-02,浦东新区,草高支路170弄,121.582086,31.35184
2022-05-02,浦东新区,长岛路1203弄,121.592506,31.262601
2022-05-02,浦东新区,长岛路625弄,121.584265,31.260807
2022-05-02,浦东新区,长岛路99号,121.577931,31.267405
2022-05-02,浦东新区,长清路643弄,121.492273,31.157199
2022-05-02,浦东新区,长清路693弄,121.491042,31.157702
2022-05-02,浦东新区,长清路773弄,121.491182,31.155751
2022-05-02,浦东新区,昌里东路411弄,121.515127,31.179927
2022-05-02,浦东新区,昌里东路675弄,121.516513,31.181114
2022-05-02,浦东新区,昌里东路80弄,121.506037,31.175808
2022-05-02,浦东新区,昌里路167弄,121.497353,31.175648
2022-05-02,浦东新区,昌里路340弄,121.491933,31.173465
2022-05-02,浦东新区,昌邑路555弄,121.521774,31.242407
2022-05-02,浦东新区,昌邑路55弄,121.513504,31.241151
2022-05-02,浦东新区,陈春路620弄,121.546478,31.173033
2022-05-02,浦东新区,成山路1488弄,121.52866,31.175248
2022-05-02,浦东新区,成山路2008弄,121.535673,31.175607
2022-05-02,浦东新区,成山路668弄,121.513213,31.17049
2022-05-02,浦东新区,城南路627弄,121.695059,31.190034
2022-05-02,浦东新区,川沙路1258号,121.678245,31.261256
2022-05-02,浦东新区,川沙路5122弄,121.697148,31.190217
2022-05-02,浦东新区,川沙新镇华路村李家宅,121.731666,31.192686
2022-05-02,浦东新区,川沙新镇会龙村新兴,121.727189,31.092391
2022-05-02,浦东新区,川沙新镇栏杆村潘家宅,121.668064,31.168888
2022-05-02,浦东新区,川沙新镇栏杆村姚家圈,121.670256,31.179373
2022-05-02,浦东新区,川沙新镇吴店村西乔家宅,121.72875,31.136386
2022-05-02,浦东新区,川沙新镇药师村周家宅,121.68283,31.202649
2022-05-02,浦东新区,创新中路199弄,121.662016,31.207349
2022-05-02,浦东新区,创新中路399弄,121.666861,31.211055
2022-05-02,浦东新区,创新中路593弄,121.670989,31.210289
2022-05-02,浦东新区,创业路78弄,121.610226,31.143996
2022-05-02,浦东新区,春光路123弄,121.584877,31.341864
2022-05-02,浦东新区,德平路100弄,121.562964,31.248234
2022-05-02,浦东新区,德平路1066弄,121.566939,31.240004
2022-05-02,浦东新区,德平路730弄,121.56527,31.24522
2022-05-02,浦东新区,德州路150弄,121.498242,31.168122
2022-05-02,浦东新区,东波路325弄,121.581785,31.284122
2022-05-02,浦东新区,东昌路490弄,121.511409,31.231897
2022-05-02,浦东新区,东方路3344弄,121.513979,31.193495
2022-05-02,浦东新区,东海三村,121.906597,30.953072
2022-05-02,浦东新区,东建新村,121.520607,31.217529
2022-05-02,浦东新区,东靖路247弄,121.577679,31.291923
2022-05-02,浦东新区,东陆路1182弄,121.596494,31.27151
2022-05-02,浦东新区,东陆路1268弄,121.597871,31.270287
2022-05-02,浦东新区,东陆路1350弄,121.599415,31.269053
2022-05-02,浦东新区,东三街102弄,121.508914,31.201308
2022-05-02,浦东新区,东三里桥路160弄,121.51048,31.200648
2022-05-02,浦东新区,东泰林路799弄,121.544588,31.143172
2022-05-02,浦东新区,杜鹃路58弄,121.547155,31.201501
2022-05-02,浦东新区,峨山路180弄,121.528228,31.214252
2022-05-02,浦东新区,峨山路605弄,121.521407,31.215101
2022-05-02,浦东新区,繁荣东路159弄,121.587327,31.106922
2022-05-02,浦东新区,芳草路153弄,121.553707,31.19365
2022-05-02,浦东新区,芳草路352弄,121.55793,31.192455
2022-05-02,浦东新区,芳甸路333弄,121.560701,31.224635
2022-05-02,浦东新区,芳华路310弄,121.5568,31.195406
2022-05-02,浦东新区,芳华路455弄,121.559193,31.196224
2022-05-02,浦东新区,芳华路630弄,121.56352,31.196367
2022-05-02,浦东新区,芳华路63号,121.551825,31.194284
2022-05-02,浦东新区,芳华路673弄,121.563077,31.197068
2022-05-02,浦东新区,芳华路916弄,121.568093,31.194635
2022-05-02,浦东新区,芳芯路149弄,121.554036,31.191319
2022-05-02,浦东新区,芳芯路251弄,121.556565,31.192099
2022-05-02,浦东新区,福汇路39-49号,121.757788,31.039646
2022-05-02,浦东新区,高宝路68弄,121.617778,31.289128
2022-05-02,浦东新区,高东二路118弄,121.62716,31.323016
2022-05-02,浦东新区,高东新路500弄,121.621219,31.336165
2022-05-02,浦东新区,高东镇龙桥村南杨家宅,121.622783,31.327013
2022-05-02,浦东新区,高东镇珊黄村苍头宅,121.639973,31.330728
2022-05-02,浦东新区,高东镇先锋村卢家宅,121.633328,31.304402
2022-05-02,浦东新区,高科东路500弄,121.688307,31.219954
2022-05-02,浦东新区,高桥镇凌桥村毛家浜西,121.526473,31.363279
2022-05-02,浦东新区,高桥镇陆凌村西凌家宅,121.693879,31.101995
2022-05-02,浦东新区,高桥镇南塘村顾家宅,121.568585,31.342882
2022-05-02,浦东新区,高桥镇三岔港村三岔港,121.50811,31.370691
2022-05-02,浦东新区,高桥镇新农村沈家宅,121.557972,31.356063
2022-05-02,浦东新区,拱海路79弄,121.738399,31.070306
2022-05-02,浦东新区,古棕路555弄,121.915458,30.880146
2022-05-02,浦东新区,崮山路95号,121.550892,31.247244
2022-05-02,浦东新区,光泽路429弄,121.619114,31.330382
2022-05-02,浦东新区,海鸣路98弄,121.672462,31.28271
2022-05-02,浦东新区,海纳路129弄,121.670327,31.292052
2022-05-02,浦东新区,海松路421弄,121.682081,31.279018
2022-05-02,浦东新区,海阳路1125弄,121.507287,31.159262
2022-05-02,浦东新区,海阳路815弄,121.500473,31.157999
2022-05-02,浦东新区,航昌路376弄,121.608778,31.075076
2022-05-02,浦东新区,航昌路489弄,121.609816,31.074794
2022-05-02,浦东新区,航亭环路158号工地生活区,121.765329,31.101579
2022-05-02,浦东新区,航头镇福善村飞桥,121.61474,31.04383
2022-05-02,浦东新区,航绣路50弄,121.596652,31.070947
2022-05-02,浦东新区,航业路11号,121.600754,31.027388
2022-05-02,浦东新区,合庆镇朝阳村丁家宅,121.733901,31.249625
2022-05-02,浦东新区,合庆镇大星村老顾家宅,121.720852,31.222862
2022-05-02,浦东新区,合庆镇勤昌村西蔡家宅,121.735187,31.215549
2022-05-02,浦东新区,合庆镇勤奋村九队新村,121.722902,31.261606
2022-05-02,浦东新区,合庆镇庆丰村龚家宅,121.717056,31.241249
2022-05-02,浦东新区,合庆镇益民村三村宅,121.704411,31.217163
